type,ride_id,rideable_type,started_at,ended_at,lat,lng,other_lat,other_lng,member_casual,distance,distance_from_toll_line,toll_area,days_after_toll
end,1275B8380E40C76C,electric_bike,2025-01-08 08:55:37.147,2025-01-08 09:13:29.019,40.759107,-73.959223,40.74431,-73.92601,member,0.03636006845427181,0.00017367564096768687,false,3
end,9C339CEC0CE3E8C5,electric_bike,2025-01-21 14:44:50.175,2025-01-21 14:51:12.216,40.75640548,-73.9900262,40.74322681432173,-73.97449783980846,member,0.02036681613060123,0.014525768495968136,false,16
end,7F0F00DFC9386E13,electric_bike,2025-01-03 13:27:30.12,2025-01-03 13:53:45.333,40.7869946,-73.94164802,40.7595701,-73.9142678,member,0.03875280180191357,0.03270739546525016,true,-2
start,E7D90A2E95DF14E2,classic_bike,2025-01-24 11:01:15.496,2025-01-24 11:09:09.319,40.747832605837715,-74.0005722643582,40.75461,-73.99177,member,0.011109137206035456,0.026497953039215098,false,19
end,E1A81B8CE33589B4,classic_bike,2024-12-20 09:48:52.228,2024-12-20 09:53:22.299,40.74965268472847,-73.9952078461647,40.75461,-73.99177,member,0.006032724173498926,0.022752935730459212,false,-16
end,E56672DA9A295339,electric_bike,2024-12-16 05:34:33.774,2024-12-16 05:39:38.605,40.75354681867074,-73.97896572947502,40.75640548,-73.9900262,member,0.011423920204087711,0.012905965320210986,false,-20
end,E9E70A2BCBD6704D,electric_bike,2025-01-17 17:08:51.972,2025-01-17 17:13:48.899,40.76590936,-73.97634151,40.76780080148132,-73.96592080593109,member,0.010590968991030701,0.0004860109838697529,false,12
end,8C2E1ED87AF60A4F,electric_bike,2024-12-14 15:47:46.576,2024-12-14 15:57:00.544,40.749156,-73.9916,40.73454567,-73.99074142,member,0.01463553560089944,0.02182236709634592,false,-22
end,91B821459CF02C1C,electric_bike,2024-12-22 11:07:14.041,2024-12-22 11:21:57.464,40.76030096,-73.99884222,40.71503,-74.01246,member,0.04727476865570493,0.014324586529517815,false,-14
start,DE6EDFAE1DCD966E,classic_bike,2024-12-17 06:10:31.804,2024-12-17 06:16:23.889,40.752762088742045,-73.99280458705107,40.751396,-74.005226,member,0.012496307378536122,0.018957976010000842,false,-19
end,02A7F66AA00544B9,electric_bike,2025-01-07 20:34:20.348,2025-01-07 20:37:09.036,40.77237,-73.99005,40.77748046,-73.98288594,member,0.008800031653072873,0.00019908243568427105,true,2
start,66D19D1637BD973D,electric_bike,2024-12-05 09:44:57.199,2024-12-05 10:01:51.891,40.7746671,-73.98470567,40.73224119,-74.00026394,member,0.045188688902433015,0.004376619553498531,true,-31
start,3908A422E63ECD63,electric_bike,2025-01-21 06:21:27.399,2025-01-21 06:26:53.421,40.76019252,-73.9912551,40.75724567911726,-73.97805914282799,member,0.01352098949314881,0.011503733578780281,false,16
end,962825D6A90B34FD,electric_bike,2025-01-14 18:20:42.486,2025-01-14 18:25:43.428,40.7457121,-73.98194829,40.736502,-73.97809472,member,0.009983784039875732,0.021285046836752985,false,9
start,1425D0E204A8CB77,electric_bike,2025-01-25 20:29:47.722,2025-01-25 20:46:55.399,40.74322681432173,-73.97449783980846,40.77565541,-73.95068615,member,0.040231957312556306,0.020710454033007628,false,20
end,9953AFEAFA6BD9BB,electric_bike,2025-01-29 15:46:43.789,2025-01-29 15:49:54.564,40.74665,-73.99392,40.7462009,-73.98855723,member,0.005381541868550048,0.025028378128524254,false,24
start,F3E51FD624D8F2B7,electric_bike,2024-12-30 09:05:43.076,2024-12-30 09:13:02.663,40.74322681432173,-73.97449783980846,40.7500727,-73.99839279,member,0.024856282814929048,0.020710454033007628,false,-6
start,D1D820831CEE3B5F,electric_bike,2025-01-15 07:25:04.125,2025-01-15 07:29:15.571,40.752643,-73.974996,40.75763227739443,-73.96930575370789,member,0.007567812879791221,0.012211829740799538,false,10
start,5B89817E384AE76C,classic_bike,2025-01-29 09:26:46.079,2025-01-29 09:46:26.749,40.7806284,-73.9521667,40.76344058,-73.98268129,member,0.035022298028829016,0.022405483564150636,true,24
start,134E0931D8D4CDFE,classic_bike,2024-12-05 10:52:14.71,2024-12-05 11:07:03.356,40.749498546025194,-73.97729203113158,40.73972989238724,-73.99103969335556,member,0.01686489877001688,0.015997856589294427,false,-31
start,28B4D74BA4062314,electric_bike,2024-12-02 13:24:25.036,2024-12-02 13:35:27.26,40.75973805251143,-73.97811613976955,40.75516719072139,-74.00059908628464,member,0.022942878230592007,0.006864856630847972,false,-34
start,F8CBFAB7F4DE01C7,classic_bike,2025-01-10 20:08:59.025,2025-01-10 20:13:31.688,40.75022392,-73.97121414,40.744219,-73.97121214,member,0.006004920333062514,0.01298848993971431,false,5
start,44CD44BE9B1D6444,classic_bike,2024-12-27 18:57:41.583,2024-12-27 19:06:10.246,40.75500254,-73.98014437,40.763189,-73.978434,member,0.008363222636549835,0.012016207504378783,false,-9
start,7176CA4C8A138947,electric_bike,2024-12-12 20:08:03.458,2024-12-12 20:19:54.596,40.75038009,-73.98338988,40.72706363348306,-73.99662137031554,casual,0.026809130543087128,0.017531846067896102,false,-24
start,0B6565F9F91B159B,classic_bike,2024-12-05 18:20:24.796,2024-12-05 18:36:05.273,40.764555,-73.973473,40.739888408589955,-73.98958593606949,member,0.0294629842441263,0.000631644137194638,false,-31
start,2FDA09AAD2DF5CF6,electric_bike,2025-01-03 12:58:06.055,2025-01-03 13:10:58.893,40.74322681432173,-73.97449783980846,40.752694,-74.002353,casual,0.029420019611871462,0.020710454033007628,false,-2
start,8770AE41EDF3E544,electric_bike,2025-01-24 12:01:56.468,2025-01-24 12:05:00.359,40.7829391,-73.9786517,40.79018,-73.97289,member,0.009253530120981783,0.01434172733527558,true,19
start,A61A9D372112CAB5,electric_bike,2024-12-27 05:21:34.623,2024-12-27 05:24:37.943,40.75172632,-73.98753523,40.752062307,-73.9816324043,member,0.005912380105237621,0.017885281744101904,false,-9
end,5556B44425E2183F,electric_bike,2024-12-20 18:30:39.207,2024-12-20 18:55:51.007,40.763189,-73.978434,40.764126,-73.980973,casual,0.0027063795003780446,0.0038022715129793867,false,-16
end,922E592B2568703C,classic_bike,2025-01-27 07:32:34.414,2025-01-27 07:39:22.565,40.76695317,-73.98169333,40.7734066,-73.97782542,member,0.00752379468971488,0.0015830308697892797,false,22
start,4E6FBB68286BDF0B,electric_bike,2024-12-09 10:38:04.444,2024-12-09 10:44:15.461,40.76095756,-73.96724467,40.75118387463277,-73.97138714790344,casual,0.010615321419443442,0.0015539826152877957,false,-27
start,EBCAED1845A71A9B,electric_bike,2024-12-08 18:24:21.076,2024-12-08 18:36:40.054,40.74394314,-73.97966069,40.72456089,-73.99565293,member,0.025128138714997833,0.02203696582235731,false,-28
start,9B89E49ADBDB4180,electric_bike,2024-12-11 08:37:09.834,2024-12-11 08:48:15.217,40.754691750226016,-73.99740189313889,40.728846,-74.008591,member,0.02816378733578064,0.018946946430381355,false,-25
start,68D3E1CFF5F41B98,electric_bike,2025-01-28 17:48:40.649,2025-01-28 17:52:46.607,40.77282817,-73.96685276,40.7770575,-73.97898475,member,0.012848050965380596,0.0095525494620682,true,23
start,6326CADCD6E79F57,electric_bike,2024-12-26 17:36:36.261,2024-12-26 17:45:01.43,40.76340613,-73.97722479,40.76030096,-73.99884222,member,0.021839307693561558,0.003136348495820902,false,-10
end,8BE9CBCBEEB3A346,classic_bike,2024-12-17 22:29:42.234,2024-12-17 22:56:08.336,40.756403523272496,-73.99410143494606,40.73139303364151,-73.98286700248718,member,0.02741782384243432,0.01609648263206924,false,-19
start,3107B65B60089DD2,electric_bike,2025-01-01 19:59:16.906,2025-01-01 20:02:38.897,40.7817212,-73.94594,40.77801203,-73.95407149,member,0.008937509256452876,0.02598729536985583,true,-4
start,5AFA92A4C4D508D7,classic_bike,2025-01-14 08:29:39.841,2025-01-14 08:41:12.272,40.7689738,-73.95482273,40.764752828526326,-73.97037800510203,member,0.01611779090574793,0.010626657554512465,true,9
start,5344AE4002FC46CD,classic_bike,2024-12-09 06:17:52.304,2024-12-09 06:49:26.539,40.7806284,-73.9521667,40.75513557,-73.98658032,member,0.042827346671406544,0.022405483564150636,true,-27
start,9025BADACE5BC54F,electric_bike,2025-01-23 12:23:44.905,2025-01-23 12:29:29.06,40.75461,-73.99177,40.74901271,-73.98848395,member,0.006490591648422158,0.016854195774139717,false,18
end,EB9B6193A8117A6F,electric_bike,2025-01-17 10:53:57.177,2025-01-17 10:57:06.544,40.78275,-73.97137,40.7829391,-73.9786517,member,0.007284154975019707,0.016970554951599444,true,12
start,740DF29D67F482D1,electric_bike,2024-12-15 12:28:40.707,2024-12-15 12:47:56.409,40.76727216,-73.99392888,40.72854745023944,-73.98175925016403,member,0.04059190850876453,0.005999142777996092,false,-21
start,13AE18C495425A2F,classic_bike,2024-12-06 16:27:30.801,2024-12-06 16:29:43.137,40.77515953434235,-73.98918695747852,40.77237,-73.99005,member,0.0029199904522121795,0.003105865502040341,true,-30
start,A2D71DE1D94058DE,electric_bike,2025-01-15 10:34:27.824,2025-01-15 10:36:47.143,40.76340613,-73.97722479,40.76344058,-73.98268129,member,0.005456608750184447,0.003136348495820902,false,10
end,7D04376264B97C85,classic_bike,2024-12-23 17:29:56.49,2024-12-23 17:38:30.343,40.74487634,-73.99529885,40.741459,-73.983293,member,0.012482733951260495,0.02719616661401986,false,-13
start,DCA91B6A4D3AF4EF,electric_bike,2025-01-09 06:47:36.345,2025-01-09 06:55:19.356,40.75461,-73.99177,40.74144387,-73.97536082,member,0.021038254857502735,0.016854195774139717,false,4
start,9335ED5767F28CC0,classic_bike,2024-12-11 14:47:54.698,2024-12-11 14:55:57.743,40.761573,-73.972628,40.76695317,-73.98169333,member,0.010541652490847798,0.0030584856902188718,false,-25
start,62FF7842217E2F4F,electric_bike,2024-12-03 14:48:29.326,2024-12-03 14:56:06.737,40.77149671054441,-73.99046033620834,40.7575699,-73.99098507,member,0.01393669248753219,0.0007648696691852752,false,-33
start,E4007E97F7A10E44,electric_bike,2024-12-24 14:46:05.817,2024-12-24 14:53:01.739,40.756951,-73.982631,40.74665,-73.99392,member,0.015282412178713099,0.011175247697671978,false,-12
start,FC8B98431FA01DF2,classic_bike,2025-01-07 08:43:22.44,2025-01-07 08:50:59.08,40.787801,-73.953559,40.78115276427915,-73.94963040947914,member,0.007722231651575402,0.028489221039076036,true,2
start,EDBD6983AE2911E9,electric_bike,2025-01-27 13:14:07.506,2025-01-27 13:26:43.907,40.7612274,-73.96094022,40.75492,-73.98455,member,0.02443777826252834,0.0011221834940934234,true,22
end,EFBE496A1154E490,classic_bike,2025-01-03 18:26:52.46,2025-01-03 18:38:14.905,40.76471851944339,-73.96222069859505,40.75863,-73.97513,member,0.014273056147032392,0.0038512496571755828,true,-2
end,159FB93852289579,classic_bike,2024-12-07 16:59:01.49,2024-12-07 17:04:26.999,40.77095553869235,-73.95356208096926,40.7727966,-73.95577801,member,0.0028809457141373536,0.012941632061782926,true,-29
start,0628BAE33AEB89FA,classic_bike,2024-12-30 19:19:34.083,2024-12-30 19:36:38.583,40.74964,-73.98805,40.76095756,-73.96724467,member,0.023684360256562054,0.02000897249037263,false,-6
start,0C788A6F983C75BD,electric_bike,2025-01-02 06:06:33.682,2025-01-02 06:09:59.673,40.75929124,-73.98859651,40.7652654,-73.98192338,member,0.008956631716352442,0.011312025289601534,false,-3
end,F780E99775CE5984,electric_bike,2025-01-31 12:20:24.149,2025-01-31 12:29:14.93,40.75492,-73.98455,40.73726186,-73.99238967,member,0.019320205329356462,0.013788491206422344,false,26
start,21E16806F9AB0536,electric_bike,2025-01-25 12:36:48.776,2025-01-25 12:40:03.735,40.75763227739443,-73.96930575370789,40.763954,-73.9646,member,0.007880881591612219,0.00541644880425097,false,20
end,480F2BFD02F75FA4,electric_bike,2025-01-17 17:20:31.471,2025-01-17 17:26:42.033,40.75461,-73.99177,40.74691959,-74.00451887,member,0.01488879082548096,0.016854195774139717,false,12
end,94C4581ADE438704,electric_bike,2025-01-16 08:07:36.973,2025-01-16 08:10:53.896,40.74901271,-73.98848395,40.75640548,-73.9900262,member,0.007551925803087247,0.020754977158016528,false,11
end,6ECD6D18F7B244A0,electric_bike,2025-01-06 09:08:48.116,2025-01-06 09:11:23.566,40.76669671,-73.99061728,40.76344058,-73.98268129,member,0.008578013747766275,0.005255318993144481,false,1
end,570476CAB4169F17,electric_bike,2024-12-21 06:25:26.158,2024-12-21 06:26:47.242,40.775744,-73.9563752,40.77314236,-73.95856158,member,0.003398350805022788,0.016277347842645663,true,-15
start,70C6E48E69F9B4BA,electric_bike,2024-12-19 14:07:20.994,2024-12-19 14:15:42.299,40.7457121,-73.98194829,40.7284186,-73.98713956,member,0.018055869584788945,0.021285046836752985,false,-17
start,E758C79DB8E4843D,electric_bike,2024-12-01 07:28:23.896,2024-12-01 07:38:59.655,40.749498546025194,-73.97729203113158,40.73020660529954,-73.99102628231049,member,0.023681398447035006,0.015997856589294427,false,-35
start,3FD28E4EB02B1CA7,electric_bike,2025-01-16 16:58:06.189,2025-01-16 17:00:05.668,40.75929124,-73.98859651,40.76227205,-73.98788205,member,0.0030652375679019743,0.011312025289601534,false,11
end,BAF8DB195FF4A3E6,electric_bike,2024-12-04 08:17:40.416,2024-12-04 08:30:57.236,40.752762088742045,-73.99280458705107,40.78414472,-73.98362492,member,0.032697642603730766,0.018957976010000842,false,-32
start,D9F6EE8B00B880C3,classic_bike,2025-01-26 09:53:19.307,2025-01-26 09:59:56.088,40.7801839724239,-73.97728532552719,40.77003010255044,-73.9819684624672,member,0.01118180866433908,0.012324993281807346,true,21
end,2D202907636C9894,electric_bike,2024-12-18 14:28:43.293,2024-12-18 14:44:59.694,40.77112927,-73.95772297,40.74069317733043,-73.98160636425018,member,0.03868814104994383,0.011499437491569453,true,-18
end,3CCE6F193740A7EE,electric_bike,2024-12-01 14:15:05.882,2024-12-01 14:23:59.752,40.756265,-73.964179,40.74286877312112,-73.98918628692627,member,0.028369407713295346,0.004704611594129905,false,-35
end,4BA23FFEDE10A78C,electric_bike,2025-01-24 06:24:50.711,2025-01-24 06:28:03.084,40.7667405590595,-73.9790689945221,40.76302594280519,-73.97209525108337,member,0.007901358836672305,0.000768921968531977,false,19
end,13C27DFFF9C0B39E,classic_bike,2024-12-27 17:16:41.166,2024-12-27 17:27:19.856,40.74524768,-73.94733276,40.741119944681465,-73.92103672027588,member,0.026618037193454923,0.017867076901388668,false,-9
end,D7BACF83F80B555D,electric_bike,2025-01-01 20:50:31.661,2025-01-01 21:02:16.473,40.759125,-73.962658,40.72854745023944,-73.98175925016403,member,0.03605335361915943,0.0014794898017878556,false,-4
start,167BCA4486E0CBF8,electric_bike,2025-01-09 15:46:02.559,2025-01-09 15:58:21.225,40.77801203,-73.95407149,40.75455731,-73.96592976,member,0.026281979713691953,0.019257459602820114,true,4
start,B3A9FDEF643E2EBD,classic_bike,2025-01-03 13:06:14.269,2025-01-03 13:13:32.486,40.75354681867074,-73.97896572947502,40.749156,-73.9916,member,0.013375502992329738,0.012905965320210986,false,-2
end,F6F8795064972CB0,classic_bike,2025-01-16 09:18:13.301,2025-01-16 09:35:05.003,40.76370739,-73.9851615,40.74005708567285,-74.0052741765976,member,0.031046040885852614,0.005913830784484705,false,11
end,C7E5E5B5C53A0B51,electric_bike,2024-12-17 15:53:20.298,2024-12-17 15:56:47.226,40.7817212,-73.94594,40.78585105291389,-73.95482444378061,member,0.009797398959994524,0.02598729536985583,true,-19
end,286DF4EEF78818D4,classic_bike,2024-12-19 14:30:33.24,2024-12-19 14:38:54.003,40.77095553869235,-73.95356208096926,40.75892386377695,-73.96226227283478,member,0.014847711600330885,0.012941632061782926,true,-17
start,ACB88A9A31F56CF0,electric_bike,2024-12-31 13:32:56.1,2024-12-31 13:57:26.007,40.761865,-73.977242,40.739888408589955,-73.98958593606949,casual,0.025206017688075667,0.004565317549209707,false,-5
end,5EE2BDD7C8E01D02,electric_bike,2025-01-17 07:35:05.736,2025-01-17 07:50:20.938,40.754691750226016,-73.99740189313889,40.756265,-73.964179,member,0.0332601224196341,0.018946946430381355,false,12
start,7F713BF5E57290C4,electric_bike,2025-01-21 11:18:14.068,2025-01-21 11:23:09.582,40.75516719072139,-74.00059908628464,40.746872,-74.00821,member,0.011257717205850845,0.019739026197957348,false,16
end,201FF7CCADE39737,electric_bike,2025-01-05 16:38:34.527,2025-01-05 16:49:16.653,40.76019252,-73.9912551,40.78524672,-73.97667321,member,0.0289886952726835,0.011503733578780281,false,0
start,DA6D5237134721B1,electric_bike,2025-01-30 06:55:38.583,2025-01-30 07:03:12.009,40.744219,-73.97121214,40.75973805251143,-73.97811613976955,member,0.016985470369419355,0.01852979532813409,false,25
start,DFB5268EFC6538D2,electric_bike,2024-12-27 18:18:02.958,2024-12-27 18:41:36.551,40.76167,-73.98256,40.8011939,-73.9500739,member,0.051161365935830004,0.00679264274596174,false,-9
start,8B8F968252DC8D9C,electric_bike,2025-01-30 14:43:31.211,2025-01-30 14:49:25.094,40.762009,-73.996975,40.7746671,-73.98470567,member,0.017628498355197666,0.012029344621758455,false,25
start,7D6BA8E1D5F1D8CD,electric_bike,2024-12-13 21:54:50.639,2024-12-13 22:07:03.704,40.759125,-73.962658,40.73153937464073,-73.9853024482727,member,0.035689462927266484,0.0014794898017878556,false,-23
start,4C63F30F3D7700FE,electric_bike,2024-12-16 16:15:54.543,2024-12-16 16:26:00.554,40.758397,-73.98255,40.75660359,-73.9979009,member,0.015455304922199358,0.009809518000853088,false,-20
start,5F6E88759742454C,classic_bike,2025-01-15 19:52:58.348,2025-01-15 19:55:18.179,40.77966809007312,-73.98093044757842,40.7829391,-73.9786517,member,0.003986501783250858,0.010445553085187551,true,10
start,62FB17D99076EC48,electric_bike,2025-01-22 18:19:59.617,2025-01-22 18:22:18.976,40.763604677958625,-73.98917958140373,40.76017739537783,-73.98486793041229,member,0.005507867115372532,0.00755553094850924,false,17
start,61B5558680059E68,electric_bike,2025-01-30 16:45:47.854,2025-01-30 16:53:57.645,40.76695317,-73.98169333,40.75097711,-73.98765428,member,0.017051903648159675,0.0015830308697892797,false,25
end,36070343C0968C4D,classic_bike,2025-01-24 17:02:47.163,2025-01-24 17:04:03.338,40.75640548,-73.9900262,40.7575699,-73.99098507,member,0.0015084116193159712,0.014525768495968136,false,19
start,43E252E9574DCF09,classic_bike,2024-12-15 14:49:11.727,2024-12-15 14:50:59.286,40.75742,-73.945133,40.7552433,-73.9485678,member,0.004066432580294952,0.013630265037775327,true,-21
end,63C92608DFE5238E,electric_bike,2024-12-19 08:19:18.575,2024-12-19 08:28:08.743,40.75527307,-73.98316936,40.746202,-73.971822,member,0.014527452974097965,0.012931107971364647,false,-17
start,28D57FC91EE5F929,classic_bike,2024-12-24 22:41:20.215,2024-12-24 22:52:29.179,40.74964,-73.98805,40.746202,-73.971822,member,0.016588183384564994,0.02000897249037263,false,-12
end,362D679094C1F032,electric_bike,2025-01-20 17:35:02.748,2025-01-20 17:43:40.234,40.74901271,-73.98848395,40.753773368360385,-73.99937599897385,member,0.011886992843982414,0.020754977158016528,false,15
end,59B7CAF03ABE1C5E,classic_bike,2024-12-18 00:17:33.654,2024-12-18 00:21:08.71,40.757284,-73.9536,40.757284,-73.9536,casual,0.0,0.0053670643745021614,true,-18
start,AB192AF76C951BD9,electric_bike,2024-12-10 19:18:19.622,2024-12-10 19:26:52.059,40.754691750226016,-73.99740189313889,40.739888408589955,-73.98958593606949,member,0.016740015188301875,0.018946946430381355,false,-26
end,26ECF1FDDE30C4FE,classic_bike,2025-01-18 12:16:19.131,2025-01-18 12:34:02.084,40.764555,-73.973473,40.7781314,-73.96069399,casual,0.01864461674425398,0.000631644137194638,false,13
start,8C3A07E0D897CFAF,classic_bike,2025-01-10 08:46:25.44,2025-01-10 08:52:57.355,40.74718234,-73.9432635,40.7423737,-73.9566,member,0.014176926708544584,0.019449979999103,false,5
start,96AA1793DC15F2C3,classic_bike,2024-12-14 10:37:36.236,2024-12-14 10:44:10.977,40.75462324029105,-73.99516761302948,40.76017739537783,-73.98486793041229,member,0.01170179903872768,0.018150009318455576,false,-22
end,79D587F352F80366,electric_bike,2025-01-17 17:41:28.741,2025-01-17 17:56:40.54,40.77966809007312,-73.98093044757842,40.74395411,-73.99144871,member,0.03723066232331839,0.010445553085187551,true,12
end,2E9292995D84F65E,electric_bike,2024-12-02 13:26:03.815,2024-12-02 13:53:54.074,40.759125,-73.962658,40.6883337,-73.950916,member,0.07175850276928458,0.0014794898017878556,false,-34
end,AE87ABF28D308F2F,electric_bike,2025-01-07 12:26:22.335,2025-01-07 12:30:42.145,40.7835016,-73.955327,40.791976,-73.945993,member,0.012607101624079544,0.02384055316898127,true,2
end,F66520129BD4D51F,electric_bike,2025-01-02 08:53:41.38,2025-01-02 09:03:04.907,40.764752828526326,-73.97037800510203,40.78621,-73.9756,member,0.02208346527076046,0.0007424658218518585,true,-3
end,B3ACDC6DEF5DF30E,electric_bike,2024-12-11 10:23:42.841,2024-12-11 10:25:32.311,40.7746671,-73.98470567,40.770513,-73.988038,casual,0.005325501857942586,0.004376619553498531,true,-25
start,C30E1714FC88DF97,classic_bike,2025-01-08 08:30:53.815,2025-01-08 08:58:28.646,40.76370739,-73.9851615,40.71602118,-73.99974372,member,0.0498659780240247,0.005913830784484705,false,3
end,400B6FEBBC8B1AAE,classic_bike,2025-01-20 17:50:06.272,2025-01-20 17:54:20.353,40.77966809007312,-73.98093044757842,40.77163851,-73.98261428,member,0.00820423352755506,0.010445553085187551,true,15
start,98ADD43C1B5D76F4,electric_bike,2025-01-09 14:11:54.308,2025-01-09 14:17:11.501,40.76227205,-73.98788205,40.77515953434235,-73.98918695747852,member,0.012953379335209821,0.008285911812746639,false,4
end,C786A0DDCA623C9F,classic_bike,2025-01-28 19:09:32.028,2025-01-28 19:17:01.969,40.74901271,-73.98848395,40.74475148,-73.99915362,member,0.0114891226393406,0.020754977158016528,false,23
start,31C23124FF0CEE9E,classic_bike,2024-12-30 10:43:53.441,2024-12-30 11:17:09.168,40.78339981,-73.98093133,40.75992262,-73.97648516,casual,0.02389449472085849,0.013889301389482718,true,-6
end,63EB11EE52EA4C53,classic_bike,2024-12-30 17:05:41.72,2024-12-30 17:26:58.676,40.7546011026,-73.971878855,40.7505853470215,-73.9946848154068,member,0.023156815906828724,0.009204595877373324,false,-6
end,5695250D8EE16433,classic_bike,2024-12-05 14:51:55.082,2024-12-05 15:05:22.042,40.74964,-73.98805,40.74025878,-73.98409214,member,0.0101819420774246,0.02000897249037263,false,-31
start,2A715B0F8DE93EDF,electric_bike,2025-01-23 17:11:39.606,2025-01-23 17:28:01.477,40.75714758,-73.97207836,40.7921,-73.9739,member,0.03499985765893549,0.006931201390075049,false,18
start,619533700505D2E6,electric_bike,2025-01-22 18:23:42.806,2025-01-22 18:28:02.149,40.75492,-73.98455,40.76171227910671,-73.98655101656914,member,0.007080898443943604,0.013788491206422344,false,17
end,748E44BAC87CE468,classic_bike,2024-12-08 09:51:03.985,2024-12-08 09:54:26.907,40.7529728216068,-73.98734897375107,40.74964,-73.98805,member,0.0034057506756113493,0.01666315141138067,false,-28
start,7F5E5E0556EF5964,electric_bike,2025-01-29 16:28:28.78,2025-01-29 16:34:39.009,40.75513557,-73.98658032,40.74096374,-73.98602213,member,0.01418281853599877,0.014371181507678943,false,24
end,32F33528216BF218,electric_bike,2024-12-06 09:43:42.55,2024-12-06 09:50:20.659,40.76269882,-73.99301222,40.74487634,-73.99529885,member,0.017968568949899295,0.009867079617571405,false,-30
start,EA1A05ECEEEE65EF,electric_bike,2025-01-31 09:00:44.924,2025-01-31 09:04:17.677,40.74965268472847,-73.9952078461647,40.74964,-73.98805,member,0.007157857404271041,0.022752935730459212,false,26
start,1EE11A45BAE499C6,electric_bike,2025-01-28 20:07:47.29,2025-01-28 20:20:39.194,40.761865,-73.977242,40.78524672,-73.97667321,casual,0.023388637245950347,0.004565317549209707,false,23
end,978D439682C87960,electric_bike,2025-01-28 05:59:11.991,2025-01-28 06:03:36.539,40.75724567911726,-73.97805914282799,40.75640548,-73.9900262,member,0.011996515823976758,0.009143180918947365,false,23
end,61D06E1DFB7BCD29,classic_bike,2024-12-06 09:56:44.225,2024-12-06 10:00:08.181,40.76030096,-73.99884222,40.76009437,-73.99461843,member,0.004228839248798766,0.014324586529517815,false,-30
end,4A77EC364C9196B0,electric_bike,2024-12-29 06:36:31.52,2024-12-29 06:41:52.157,40.756951,-73.982631,40.749156,-73.9916,member,0.011882970419897531,0.011175247697671978,false,-7
start,9C12FB0D81A948DF,electric_bike,2024-12-04 16:55:26.266,2024-12-04 17:09:54.607,40.75516719072139,-74.00059908628464,40.71754834,-74.01322069,member,0.03967975314874788,0.019739026197957348,false,-32
